ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Sanitation Method,Idle Energy Rate for Low Temp (kW),Idle Energy Rate for High Temp (kW),Water Use (gallons/rack),Water Use (gallons/hr),Water Use (gallons/sq. ft.),Date Available on Market,Date Certified,Markets,CB Model Identifier
2165654,Electrolux Professional,Electrolux,"ECRT44R208, ECRT44L208","ECRT44R208, ECRT44L208",,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.99,0.41,,,07/20/2012,03/01/2013,"United States, Canada","ES_1082677_ECRT44R208, ECRT44L208_10252012092529_8916894"
2165653,Electrolux Professional,Electrolux,"ECRT66R240, ECRT66L240","ECRT66R240, ECRT66L240",,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.34,0.44,,,08/20/2012,03/01/2013,"United States, Canada","ES_1082677_ECRT66R240, ECRT66L240_10252012091826_5783502"
2331604,Electrolux Professional,Electrolux,VDH63/1,VDH63/1,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.39,0.48,,,12/05/2018,12/14/2018,"United States, Canada",ES_1082677_VDH63/1_12052018135619_6987573
2231593,Electrolux Professional,Ecolab,LWC66AR208,LWC66AR208,",LWC66AL208,; ,LWC66AL240,; ,LWC66AR240,",Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.21,0.59,,,07/20/2014,11/27/2014,"United States, Canada",ES_1082677_LWC66AR208_11182014123547_581781
2231592,Electrolux Professional,Ecolab,LWC44AR208,LWC44AR208,",LWC44AL208,; ,LWC44AL240,; ,LWC44AR240,",Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.98,0.58,,,07/20/2014,11/18/2014,"United States, Canada",ES_1082677_LWC44AR208_08272014150551_7268487
2205056,Electrolux Professional,Electrolux,"EHT8TIELG4, EHT8IELG4","EHT8TIELG4, EHT8IELG4",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.43,0.49,,,02/20/2013,05/14/2013,"United States, Canada","ES_1082677_EHT8TIELG4, EHT8IELG4_08302013163448_9397241"
2205055,Electrolux Professional,"Electrolux, Veetsan, Veetsan*",EHT8ILG8,EHT8ILG8,",VDH63,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.39,0.54,,,02/20/2013,05/14/2013,"United States, Canada",ES_1082677_EHT8ILG8_08302013162355_7631799
2205054,Electrolux Professional,Electrolux,"ECRT66R208, ECRT66L208","ECRT66R208, ECRT66L208",,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.08,0.45,,,02/20/2013,05/28/2013,"United States, Canada","ES_1082677_ECRT66R208, ECRT66L208_08302013160312_679284"
2205053,Electrolux Professional,Electrolux,WT850M208U,WT850M208U,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,1.07,,,0.32,02/20/2013,03/06/2013,"United States, Canada",ES_1082677_WT850M208U_08302013154545_1532403
2170411,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS86eR,CLCS86eR,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,05/17/2008,01/25/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | CLCS86eR_01282013163232_0752434
2170410,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64eR,CL64eR,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,05/17/2008,01/25/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | CL64eR_01282013163210_0730591
2291334,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL54eNADV,CL54eNADV,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL54eNADV_02232017211706_4626408
2170354,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS86e,CLPS86e,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.93,1.74,0.39,,,05/17/2008,01/23/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | CLPS86e_01242013161446_4086426
2170353,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS86e,CLCS86e,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.93,1.74,0.39,,,05/17/2008,01/23/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | CLCS86e_01242013161423_4063175
2170352,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64e,CL64e,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.93,1.74,0.39,,,05/17/2008,01/23/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | CL64e_01242013161400_4040587
2170003,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15T,AM15T,,Stationary Single Tank Door,Dual Sanitizing Machine,0.28,0.55,0.73,,,01/01/2004,01/23/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | AM15T_01232013210409_5049389
2170002,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15F,AM15F,,Stationary Single Tank Door,Dual Sanitizing Machine,0.28,0.55,0.73,,,01/01/2004,01/23/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | AM15F_01232013210225_4945037
2170001,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15,AM15,,Stationary Single Tank Door,Dual Sanitizing Machine,0.28,0.55,0.73,,,01/01/2004,01/23/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | AM15_01232013210245_4965447
2163043,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXeR,LXeR,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.14,0.62,,,12/01/2012,12/17/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | LXeR_12182012130725_6045082
2163042,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXePR,LXePR,,Under Counter,Chemical Sanitizing (Low Temp) Machine,0.1,,1.14,,,12/01/2012,12/17/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | LXePR_12182012130711_6031955
2163041,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXeH,LXeH,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.14,0.74,,,12/01/2012,12/17/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | LXeH_12182012130648_6008947
2163040,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXeC,LXeC,,Under Counter,Chemical Sanitizing (Low Temp) Machine,0.1,,0.74,,,12/01/2012,12/17/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | LXeC_12182012130700_6020406
2050991,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15VLT,AM15VLT,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.54,0.73,,,09/27/2012,09/27/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | AM15VLT_09282012101205_7125892
2050990,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15VLF,AM15VLF,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.54,0.73,,,09/27/2012,09/27/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | AM15VLF_09282012101226_7146482
2050989,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15VL,AM15VL,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.54,0.73,,,09/27/2012,09/27/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | AM15VL_09282012101245_7165316
1973719,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,UW50,UW50,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,1.2,,,0.35,09/07/2012,09/11/2012,"United States, Canada",ES_1105798_HOBART CORP (74028) | UW50_09122012231705_1825060
2291335,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL54eNER,CL54eNER,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL54eNER_02232017212317_4997868
2291336,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS66eNER,CLCS66eNER,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLCS66eNER_02232017212418_5058220
2291337,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS76eN,CLCS76eN,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.75,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLCS76eN_02232017211624_4584202
2291338,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS76eNER,CLCS76eNER,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLCS76eNER_02232017211543_4543616
2291339,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS66eNADV,CLPS66eNADV,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS66eNADV_02232017212358_5038159
2291340,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS66eNER,CLPS66eNER,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS66eNER_02232017212442_5082090
2291341,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS76eN,CLPS76eN,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.75,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS76eN_02232017211646_4606882
2291342,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS76eNADV,CLPS76eNADV,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS76eNADV_02232017211509_4509253
2291343,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS76eNER,CLPS76eNER,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS76eNER_02232017211607_4567505
2291344,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS66eN,CLCS66eN,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.75,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLCS66eN_02242017034419_7859720
2291345,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS66eN,CLPS66eN,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.75,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS66eN_02242017034458_7898092
2291356,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64eN,CL64eN,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.93,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL64eN_02242017135446_4486644
2291357,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64eNADV,CL64eNADV,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL64eNADV_02242017135354_4434254
2291358,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64eNER,CL64eNER,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL64eNER_02242017135630_4590303
2291359,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS86eN,CLCS86eN,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.93,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLCS86eN_02242017135730_4650580
2291360,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLCS86eNER,CLCS86eNER,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLCS86eNER_02242017135833_4713583
2291361,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS86eN,CLPS86eN,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.93,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS86eN_02242017135934_4774496
2291362,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS86eNADV,CLPS86eNADV,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS86eNADV_02242017140039_4839740
2291363,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS86eNER,CLPS86eNER,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CLPS86eNER_02242017140136_4896135
2303659,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PWV,PWV,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.85,,,0.27,09/01/2017,09/15/2017,"United States, Canada",ES_1017903_PWV_09152017151346_8426852
2303661,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PWVER,PWVER,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.85,,,0.27,09/01/2017,09/15/2017,"United States, Canada",ES_1017903_PWVER_09152017151438_8478679
2291333,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL54eN,CL54eN,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.75,1.29,0.56,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL54eN_02232017212334_5014913
2308368,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM15SCB,AM15SCB,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.27,,0.73,,,12/15/2017,12/26/2017,"United States, Canada",ES_1017903_AM15SCB_12262017145935_0375540
2291332,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44eNER,CL44eNER,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL44eNER_02232017225123_0283797
2291331,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44eNADV,CL44eNADV,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL44eNADV_02232017224909_0149944
2291330,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44eN,CL44eN,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.75,1.29,0.62,,,03/01/2017,02/23/2017,"United States, Canada",ES_1017903_CL44eN_02232017211449_4489398
2278641,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXeSPR,LXeSPR,,Under Counter,Chemical Sanitizing (Low Temp) Machine,0.1,,0.62,,,08/01/2016,09/08/2016,"United States, Canada",ES_1017903_LXeSPR_09092016173720_2640696
2278640,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXeSR,LXeSR,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.14,0.62,,,08/01/2016,09/08/2016,"United States, Canada",ES_1017903_LXeSR_09092016173532_2532186
2260148,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PW20ER,PW20ER,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,1.16,,,0.32,01/15/2016,02/15/2016,"United States, Canada",ES_1017903_PW20ER_02152016174142_8102584
2260138,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PW20,PW20,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,1.16,,,0.27,01/15/2016,02/15/2016,"United States, Canada",ES_1017903_PW20_02152016174206_8126813
2260137,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PW10ER,PW10ER,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.85,,,0.27,01/15/2016,02/15/2016,"United States, Canada",ES_1017903_PW10ER_02152016174259_8179373
2260136,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PW10,PW10,,"Pot, Pan, and Utensil",Hot Water Sanitizing (High Temp) Machine,,0.85,,,0.27,01/15/2016,02/15/2016,"United States, Canada",ES_1017903_PW10_02152016174233_8153083
2231232,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,FT1000SER,FT1000SER,",FT1000S,; ,with blower dryer, higher than standard,",Single Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,3.97,,72.6,,11/13/2014,01/20/2014,"United States, Canada",ES_1017903_FT1000SER_01202015182249_8169563
2231231,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,FT1000SER,FT1000SER,",FT1000S,; ,with blower dryer, std height,",Single Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,3.97,,58.5,,11/13/2014,01/20/2014,"United States, Canada",ES_1017903_FT1000SER_01202015181742_7862780
2229121,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXGeR,LXGeR,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.14,0.62,,,12/02/2014,12/05/2014,"United States, Canada",ES_1017903_LXGeR_12052014191939_7179427
2229120,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXGePR,LXGePR,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.09,,1.14,,,12/02/2014,12/05/2014,"United States, Canada",ES_1017903_LXGePR_12102014233520_4520092
2170412,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CLPS86eR,CLPS86eR,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.74,0.39,,,05/17/2008,01/25/2013,"United States, Canada",ES_1105798_HOBART CORP (74028) | CLPS86eR_01282013163254_0774230
2334100,"Jackson WWS, LLC",Jackson,Delta HT-E-SEER,Delta HT-E-SEER,",WareForce UH30HT-E-SEER,",Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.45,0.43,,,10/04/2017,02/28/2019,United States,ES_1027479_Delta HT-E-SEER_02282019112206_7755091
2172982,"Jackson WWS, LLC",Jackson,Tempstar,Tempstar,",Tempstar NB,; ,UHT,Model sold to special corporate rates. Same except for decals.; ,Ware Force HT-180,Model sold to chemcial dealers. Same except for decals.; ,Ware Force HT-180NB,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.41,0.88,,,01/30/2013,02/15/2013,United States,ES_1027479_Tempstar_02152013083923_238763
2172983,"Jackson WWS, LLC",Jackson,Delta 5,Delta 5,"Delta 5E,,Same as Delta 5. Has an electromechanical timer as opposed to the solid state timer.; GW5,,Same as Delta 5. Offered only to special corporate customers. Has different decals; Ware Force DG,,Same as Delta 5. Offered only to Chemical Dealers. Has different decals.",Under Counter,Chemical Sanitizing (Low Temp) Machine,0.2,,1.15,,,01/30/2013,01/30/2013,United States,ES_1027479_Delta 5_02152013085411_3728296
2172984,"Jackson WWS, LLC",Jackson,ConserverXL2,ConserverXL2,"Conserver XL2-CML,Conserver XL2-CML,; Conserver XL2-CMR,Conserver XL2-CMR,; Ware Force 2,Ware Force 2,Same as Conserver XL2, but made for Chemical Dealers. Different decals and shape of control box.; Ware Force 2-CML,Ware Force 2-CML,Same as Conserver XL2, but made for Chemical Dealers. Different decals and shape of control box.; Ware Force 2-CMR,Ware Force 2-CMR,Same as Conserver XL2, but made for Chemical Dealers. Different decals and shape of control box.",Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.01,,1.13,,,01/30/2013,08/06/2013,United States,ES_1027479_ConserverXL2_02152013103607_6012079
2172985,"Jackson WWS, LLC",Jackson,Avenger LT,Avenger LT,",DishStar LT,Equivalent to Avenger LT. Name Difference is for marketing purposes only.; ,ULT,Unit specifically for corporate program; ,Ware Force UL30,Unit specifically for chemical dealers; ,WareForce UL30-FND,Equivalent to Ware Force UL30. Name Difference is for marketing purposes only.",Under Counter,Chemical Sanitizing (Low Temp) Machine,0.17,,1.16,,,01/30/2013,02/15/2013,United States,ES_1027479_Avenger LT_02152013104237_9974023
2198544,"Jackson WWS, LLC",Jackson,Avenger HT ES,Avenger HT ES,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.15,0.73,,,07/01/2013,07/31/2013,"United States, Japan, Canada",ES_1027479_Avenger HT ES_06282013141750_3524133
2254768,"Jackson WWS, LLC",Jackson,Tempstar HH LT,Tempstar HH LT,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.22,,0.81,,,09/29/2015,12/11/2015,United States,ES_1027479_Tempstar HH LT_09292015092716_5330621
2265614,"Jackson WWS, LLC",Jackson,Rackstar 44,Rackstar 44,",RackStar 66,; ,WareForce RS44,; ,WareForce RS66,",Single Tank Rack Conveyor,Dual Sanitizing Machine,0.44,1.35,0.26,,,04/28/2016,05/02/2016,United States,ES_1027479_Rackstar 44_04282016112743_3258172
2265618,"Jackson WWS, LLC",Jackson,Dynatemp,Dynatemp,",DynaStar,; ,Dynastar-N,; ,Dynatemp N,; ,WareForce HT-180DS,; ,WareForce HT-180DT,; ,WareForce HT-180DTN,; ,WareForce Ht-180DSN,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.39,0.79,,,04/28/2016,05/02/2016,United States,ES_1027479_Dynatemp_04282016113156_2580377
2288242,"Jackson WWS, LLC",Jackson,DISHSTAR  LTH,DISHSTAR  LTH,,Under Counter,Chemical Sanitizing (Low Temp) Machine,0.41,,0.64,,,12/29/2016,01/11/2017,United States,ES_1027479_DISHSTAR  LTH_01062017101336_8151819
2293456,"Jackson WWS, LLC",Jackson,Dynatemp-VER,Dynatemp-VER,",DynaStar-N-VER,; ,DynaStar-VER,; ,Dynatemp N-VER,; ,WareForce HT-180DS-VER,; ,WareForce HT-180DSN-VER,; ,WareForce HT-180DT-VER,; ,WareForce HT180DTN-VER,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,,0.66,,,03/31/2017,03/31/2017,United States,ES_1027479_Dynatemp_03312017122702_8684503
2293477,"Jackson WWS, LLC",Jackson,DishstarHT-E,DishstarHT-E,",WareForce UH-30-E,",Under Counter,Hot Water Sanitizing (High Temp) Machine,,,0.65,,,03/24/2017,03/24/2017,United States,ES_1027479_DishstarHT-E_03282017161930_6687579
2301070,"Jackson WWS, LLC",Jackson,Tempstar HH-E,Tempstar HH-E,",DHT-HH-E,; ,DHT-HH/NB-E,; ,Tempstar HH/NB-E,; ,WareForce HT-180HH-E,; ,WareForce HT-180HH/NB-E,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.46,0.72,,,07/28/2017,08/01/2017,United States,ES_1027479_Tempstar HH-E_07312017145728_9989282
2301073,"Jackson WWS, LLC",Jackson,Tempstar HH-E-VER,Tempstar HH-E-VER,",DHT-HH-E-VER,; ,DHT-HH/NB-E-VER,; ,Tempstar HH/NB-E-VER,; ,WareForce HT-180HH-E-VER,; ,WareForce HT-180HH/NB-E-VER,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.46,0.72,,,07/28/2017,08/01/2017,United States,ES_1027479_Tempstar HH-EV_07312017150157_9591791
2304601,"Jackson WWS, LLC",Jackson,Conserver XL-E,Conserver XL-E,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,,,1.01,,,10/04/2017,10/05/2017,United States,ES_1027479_Conserver XL-E_10042017144448_1573755
2310684,"Jackson WWS, LLC",Jackson,Delta HT-E,Delta HT-E,",WareForce UH30HT-E,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,0.43,,,10/04/2017,02/15/2018,United States,ES_1027479_Delta HT-E_02142018104006_9016229
2310685,"Jackson WWS, LLC",Jackson,Delta HT-E-SEER,Delta HT-E-SEER,",WareForce UH30HT-E-SEER,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,0.43,,,10/04/2017,02/15/2018,United States,ES_1027479_Delta HT-E-SEER_02142018104006_3646814
2332894,"Jackson WWS, LLC",Jackson,RackStar 44 HH,RackStar 44 HH,",RackStar 66 HH,; ,WareForce RS44 HH,; ,WareForce RS66 HH,",Single Tank Rack Conveyor,Dual Sanitizing Machine,0.45,1.39,0.41,,,01/30/2019,02/01/2019,United States,ES_1027479_RackStar 44_01302019132541_502740
2334101,"Jackson WWS, LLC",Jackson,Delta HT-E,Delta HT-E,",WareForce UH30HT-E,",Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.45,0.43,,,02/28/2019,02/28/2019,United States,ES_1027479_Delta HT-E_02282019112206_9193078
2335107,"Jackson WWS, LLC",Jackson,Tempstar-VER,Tempstar-VER,",Tempstar NB-VER,; ,WareForce HT-180-VER,; ,WareForce HT-180NB-VER, UHT-VER,",Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.41,0.88,,,03/22/2019,03/22/2019,United States,ES_1027479_Tempstar-VER_03202019150642_565454
2056869,LAMBER snc,Lamber SNC,DSP3,DSP3,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.16,0.55,,,11/25/2002,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | DSP3_09082012195916_4356430
2056871,LAMBER snc,Lamber SNC,F92-ek,F92-ek,,Under Counter,Hot Water Sanitizing (High Temp) Machine,,0.24,0.48,,,12/20/1996,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | F92-ek_09082012195541_4141720
2056873,LAMBER snc,Lamber SNC,L21-ek,L21-ek,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.58,0.55,,,12/20/1996,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | L21-ek_09082012195422_4062475
2056875,LAMBER snc,Lamber SNC,L25-ek (1 Phase),L25-ek (1 Phase),,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.41,0.67,,,12/20/1996,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | L25-ek (1 Phase)_09082012195346_4026830
2056877,LAMBER snc,Lamber SNC,Minibar,Minibar,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.21,0.33,,,03/01/2011,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | Minibar_09082012195943_4383713
2056878,LAMBER snc,Lamber SNC,L25-ek (3 phase),L25-ek (3 phase),,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.48,0.81,,,12/20/1996,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | L25-ek (3 phase)_09082012195132_3892322
2056879,LAMBER snc,Lamber SNC,S480-ek,S480-ek,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.16,0.55,,,04/22/2005,08/31/2012,"United States, Canada",ES_1105798_LAMBER DI AFFABA FRANCESCO & C S N C (61431) | S480-ek_09082012195836_4316169
2170709,Meiko USA,Meiko,CS 70,CS 70,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,,,1.1,,,10/16/2012,01/04/2013,"United States, Canada",ES_1027471_CS 70_01292013173033_1000175
