ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Power Conversion Mechanism,Minimum Configuration Tested Model Number,Active Output Power Rating Minimum Configuration (W),Apparent Output Power Rating Minimum Configuration (VA),Maximum Configuration Tested Model Number,Active Output Power Rating Maximum Configuration (W),Apparent Output Power Rating Maximum Configuration (VA),Topology (ac),Topology and Product Type Combined,Application,Rated Input Voltage (V rms),Rated Input Frequency (Hz),Rated Output Voltage (V),Rated Output Frequency (Hz),Rack Mountable,Rack Mount Height (U),Height (mm),Width (mm),Depth (mm),Total Number of Outlets,Number of Battery Backup and Surge Protected Outlets,Number of Surge Protected Only Outlets,Normal Mode(s) Input Dependency Characteristic (ac),Modular UPS,Number of Normal Modes,Default Normal Mode (ac),Test Input Voltage (V rms),Test Input Frequency (Hz),Test Output Voltage (V),Test Output Frequency (Hz),Total Input Power in W at 0% Load Min Config Lowest Dependency (ac),Total Input Power in W at 0% Load Min Config Highest Dependency (ac),Efficiency at 25% Load Min Config Lowest Dependency (ac),Efficiency at 25% Load Min Config Highest Dependency (ac),Efficiency at 50% Load Min Config Lowest Dependency (ac),Efficiency at 50% Load Min Config Highest Dependency (ac),Efficiency at 75% Load Min Config Lowest Dependency (ac),Efficiency at 75% Load Min Config Highest Dependency (ac),Efficiency at 100% Load Min Config Lowest Dependency (ac),Efficiency at 100% Load Min Config Highest Dependency (ac),Weighted Efficiency Calc Min Config Lowest Dependency,Weighted Efficiency Calc Min Config Highest Dependency,Total Input Power in W at 0% Load Minimum Configuration (dc),Efficiency at 30% Load Minimum Configuration (dc),Efficiency at 40% Load Minimum Configuration (dc),Efficiency at 50% Load Minimum Configuration (dc),Efficiency at 60% Load Minimum Configuration (dc),Efficiency at 70% Load Minimum Configuration (dc),Efficiency at 80% Load Minimum Configuration (dc),Minimum Configuration Input Power Factor Lowest-Input Dependency,Minimum Configuration Input Power Factor Highest-Input Dependency,Total Input Power in W at 0% Load Max Config Lowest Dependency (ac),Total Input Power in W at 0% Load Max Config Highest Dependency (ac),Efficiency at 25% Load Max Config Lowest Dependency (ac),Efficiency at 25% Load Max Config Highest Dependency (ac),Efficiency at 50% Load Max Config Lowest Dependency (ac),Efficiency at 50% Load Max Config Highest Dependency (ac),Efficiency at 75% Load Max Config Lowest Dependency (ac),Efficiency at 75% Load Max Config Highest Dependency (ac),Efficiency at 100% Load Max Config Lowest Dependency (ac),Efficiency at 100% Load Max Config Highest Dependency (ac),Weighted Efficiency Calc Max Config Lowest Dependency,Weighted Efficiency Calc Max Config Highest Dependency,Total Input Power in W at 0% Load Maximum Configuration  (dc),Efficiency at 30% Load Maximum Configuration (dc),Efficiency at 40% Load Maximum Configuration (dc),Efficiency at 50% Load Maximum Configuration (dc),Efficiency at 60% Load Maximum Configuration (dc),Efficiency at 70% Load Maximum Configuration (dc),Efficiency at 80% Load Maximum Configuration (dc),Maximum Configuration Input Power Factor Lowest-Input Dependency,Maximum Configuration Input Power Factor Highest-Input Dependency,Efficiency (%),Modular UPS Module Tested Model Number,Energy Storage Mechanism,Energy Storage System Technology,Energy Storage System Configuration,Energy Storage System Removable to Another Room,Energy Storage System Runtime at 100% Load (min.),Energy Storage System Runtime at 50% Load (min.),Energy Storage System Warranty (yrs),Energy Storage System Information URL,Battery Recycling URL,Network Connections Available,Communication Protocols,Communication Protocol Other,Manufacturer Take Back Program,Manufacturer Take Back Program URL,Model Web Page URL,Test Method Guidelines,Date Available on Market,Date Certified,Markets,CB Model Identifier
2333251,Schneider Electric,APC by Schneider Electric,APC Smart-UPS SRT 5000VA 208V,SRT5KXLT,"APC Smart-UPS SRT 5000VA 208V Factory Serviced,SRT5KXLTW,; Std Exch APC Std Exch APSmart-UPS SRT 5000VA 208V,SRT5KXLTQ,",Ac-output UPS,Static,SRT5KRMXLT,4800,5000,,,,Multi-Mode Double Conversion,ac - Other,Commercial,208-240,50-60,208-240,50-60,No,,432,130,719,4,4,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Independent,240,60,240,60,63.88,47.88,92.4,96,94.3,97.8,94.5,98.3,94.4,98.5,94.4,98.2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,94.4,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,13,2,http://www.apc.com/shop/us/en/products/P-APCRBC140,http://www.apc.com/company/us/en/sustainability/recycling-options/,"Serial Port,USB Port,Ethernet","Modbus TCP,HTTPS,Other,HTTP,Modbus RTU","USB Power Summary, Micro-Link, Simple Signaling",Yes,http://www.apc.com/company/us/en/sustainability/recycling-options/,http://www.apc.com/shop/us/en/products/P-SRT5KXLT,http://www.apc.com/company/us/en/sustainability/energy-efficiency/,12/10/2014,12/28/2018,"United States, Canada",ES_22220_SRT5KXLT_02082019152141_9301378
2333439,Schneider Electric,APC by Schneider Electric,APC Back-UPS 350VA X545 120V,BK350X545,"APC Back-UPS 350VA X545 120V Factory Serviced,BK350X545W,; Std Exch APC Back-UPS 350VA X545 120V,BK350X545Q,",Ac-output UPS,Static,BK350,210,350,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),Consumer,120-120,50-60,120-120,50-60,No,,165,91,284,6,3,3,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,2.228,,96.1,,98,,98.6,,98.8,,98,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,20,3,http://www.apc.com/shop/us/en/products/P-RBC2,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BK350X545,http://www.apc.com/us/en/who-we-are/sustainability/,04/03/2008,02/12/2019,"United States, Canada",ES_22220_BK350X545_02132019025240_6360201
2333440,Schneider Electric,APC by Schneider Electric,APC Back-UPS 500 (beige),BK500,"APC Back-UPS 500 (beige) Factory Serviced,BK500W,; Std Exch APC Back-UPS 500 (beige),BK500Q,",Ac-output UPS,Static,BK500,300,500,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),Consumer,120-120,50-60,120-120,50-60,No,,165,91,284,6,3,3,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,1.88,,97.4,,98.6,,99,,99.1,,98.6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.6,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,15,3,http://www.apc.com/shop/us/en/products/P-RBC2,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BK500,http://www.apc.com/us/en/who-we-are/sustainability/,03/13/2001,02/12/2019,"United States, Canada",ES_22220_BK500_02132019030932_7372356
2333441,Schneider Electric,APC by Schneider Electric,APC Back-UPS 500 (black),BK500BLK,"APC Back-UPS 500 (black) Factory Serviced,BK500BLKW,; Std Exch APC Back-UPS 500 (black),BK500BLKQ,",Ac-output UPS,Static,BK500,300,500,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),Consumer,120-120,50-60,120-120,50-60,No,,165,91,284,6,3,3,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,1.88,,97.4,,98.6,,99,,99.1,,98.6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.6,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,15,3,http://www.apc.com/shop/us/en/products/P-RBC2,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BK500BLK,http://www.apc.com/us/en/who-we-are/sustainability/,02/01/2001,02/12/2019,"United States, Canada",ES_22220_BK500BLK_02132019031234_7554947
2333442,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1100VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1100M2,"Back UPS PRO BN 1100VA 10 Outlets 2 USB Charging Ports AVR LCD interface Factory Serviced,BN1100M2W,; Std Exch Back UPS PRO BN 1100VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1100M2Q,",Ac-output UPS,Static,BN1100M2,600,1100,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.068,,97.8,,98.8,,99,,99.1,,98.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,14,3,http://www.apc.com/shop/us/en/products/P-APCRBC160,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1100M2,http://www.apc.com/us/en/who-we-are/sustainability/,12/03/2017,02/12/2019,United States,ES_22220_BN1100M2_02132019032611_8371605
2333443,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1100VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada,BN1100M2-CA,"Back UPS PRO BN 1100VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada Factory Serviced,BN1100M2-CAW,; Std Exch Back UPS PRO BN 1100VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada,BN1100M2-CAQ,",Ac-output UPS,Static,BN1100M2,600,1100,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.068,,97.8,,98.8,,99,,99.1,,98.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,14,3,http://www.apc.com/shop/us/en/products/P-APCRBC160,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1100M2-CA,http://www.apc.com/us/en/who-we-are/sustainability/,04/04/2018,02/12/2019,Canada,ES_22220_BN1100M2-CA_02132019032846_8526974
2333444,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1350VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1350M2,"Back UPS PRO BN 1350VA 10 Outlets 2 USB Charging Ports AVR LCD interface  Factory Serviced,BN1350M2W,; Std Exch Back UPS PRO BN 1350VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1350M2Q,",Ac-output UPS,Static,BN1375M2,810,1350,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.172,,98.3,,98.9,,99,,98.9,,98.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,3,http://www.apc.com/shop/us/en/products/P-APCRBC162,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1350M2,http://www.apc.com/us/en/who-we-are/sustainability/,12/03/2017,02/12/2019,United States,ES_22220_BN1350M2_02132019051314_4794645
2334905,"Shenzhen Kstar Science & Technology Co.,Ltd.",KSTAR,YDC9602S-RT,YDC9602S-RT,",YDC9603S-RT,",Ac-output UPS,Static,YDC9603S-RT,2700,3000,,,,Multi-Mode Line Interactive,ac - Other,"Commercial,Consumer",120-120,60-60,120-120,60-60,No,,87,440,720,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,120,60,120,60,61.3,60.6,90.6,91.6,92.4,95.1,91.8,95.9,91.8,96,92,95.7,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,93,N/A,Battery,Vented Lead-acid Battery,Separate Enclosure,N/A,N/A,N/A,5,N/A,,None,None,,No,,www.kstar.com.cn,N/A,03/11/2019,03/18/2019,"United States, Canada",ES_1128554_YDC9602S-RT_12312018215311_4654352
2334906,"Shenzhen Kstar Science & Technology Co.,Ltd.",KSTAR,YDC9601S-RT,YDC9601S-RT,",YDC96015S-RT,",Ac-output UPS,Static,YDC96015S-RT,1350,1500,,,,Multi-Mode Line Interactive,ac - Other,"Commercial,Consumer",120-120,60-60,120-120,60-60,No,,87,440,430,,,,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,120,60,120,60,27,27,90.4,92,91.4,95.2,91.5,95.8,91.2,96.2,91.4,95.7,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,92.5,N/A,Battery,Vented Lead-acid Battery,Separate Enclosure,N/A,N/A,N/A,5,N/A,,None,None,,No,,www.kstar.com.cn,N/A,03/11/2019,03/18/2019,"United States, Canada",ES_1128554_YDC9601S-RT_12312018212742_8937341
2324419,"Tripp Lite, Div of Trippe MFG., Co.",Tripp Lite,AGPS7255,SU5000RT4UHV,",SU5000RT4UHVTAA,",Ac-output UPS,Static,AGPS7255,4500,5000,,,,Double Conversion,ac - Double Conversion (VFI),"Commercial,Consumer",200-240,50-60,200-240,50-60,Yes,4,174,445,525,4,4,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,240,60,240,60,0.4,0.335,89.4,94.3,91.5,94.6,91.6,97.3,91.3,97.8,91.8,97.7,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,93.3,N/A,Battery,Other,Integral,No,4,11,3,N/A,http://www.tripplite.com/en/support/recycling-program.cfm,"Serial Port,USB Port,Ethernet",Other,SNMP (vC),No,,https://www.tripplite.com/smartonline-208-240v-5kva-4.5kw-double-conversion-ups-4u-rack-tower-extended-run-snmpwebcard-option-usb-db9-serial~SU5000RT4UHV,N/A,11/12/2013,08/14/2018,"United States, Canada",ES_1097458_SU5000RT4UHV_08162018084045_8560149
2324420,"Tripp Lite, Div of Trippe MFG., Co.",Tripp Lite,AG-013A,SU3000RTXL2UA,,Ac-output UPS,Static,AG-013A,2700,3000,,,,Multi-Mode Double Conversion,ac - Other,"Commercial,Consumer",120-120,60-60,100-120,50-60,Yes,2,88,438,616,7,7,0,"Voltage and Frequency Dependent,Voltage and Frequency Independent",No,Multiple-normal-mode,Voltage and Frequency Dependent,120,60,120,60,0.4,0.335,89.4,94.3,91.5,94.6,91.6,97.3,91.3,97.8,91.5,96.6,,,,,,,,0.99,1,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Other,Integral,No,5,13,3,N/A,http://www.tripplite.com/en/support/recycling-program.cfm,"Serial Port,Other,USB Port,Ethernet",None,,Yes,http://www.tripplite.com/en/support/recycling-program.cfm,https://www.tripplite.com/smartonline-120v-3kva-2.7kw-on-line-double-conversion-ups-2u-rack/tower-extended-run-network-card-option-energy-star~SU3000RTXL2U,N/A,10/29/2016,08/14/2018,"United States, Canada",ES_1097458_SU3000RTXL2UA_08162018131746_2059049
2329678,"Tripp Lite, Div of Trippe MFG., Co.",Tripp Lite,AG-87C2,ECO1300LCD,,Ac-output UPS,Static,AG-87C2,720,1300,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),"Commercial,Consumer",120-120,50-60,120-120,50-60,No,3,279,99,410,5,5,5,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,0.585,,97.2,,98.5,,98.7,,98.8,,98.7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,11,3,N/A,http://www.tripplite.com/en/support/recycling-program.cfm,"USB Port,Ethernet",None,,Yes,http://www.tripplite.com/en/support/recycling-program.cfm,https://www.tripplite.com/line-interactive-ups-with-usb-and-10-outlets-1300va-720w-avr-eco-series~ECO1300LCD,N/A,05/01/2018,11/13/2018,"United States, Canada",ES_1097458_ECO1300LCD_11142018104423_2930264
2329679,"Tripp Lite, Div of Trippe MFG., Co.",Tripp Lite,AG-87C3,ECO1500LCD,,Ac-output UPS,Static,AG-87C3,900,1440,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),"Commercial,Consumer",120-120,50-60,120-120,50-60,No,1,279,99,410,5,5,5,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,0.06,,97.7,,98.6,,98.8,,98.7,,98.7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,11,3,N/A,http://www.tripplite.com/en/support/recycling-program.cfm,"USB Port,Ethernet",None,,Yes,http://www.tripplite.com/en/support/recycling-program.cfm,https://www.tripplite.com/line-interactive-ups-with-usb-and-10-outlets-1500va-900w-avr-eco-series~ECO1500LCD,N/A,05/01/2018,11/14/2018,"United States, Canada",ES_1097458_ECO1500LCD_11142018153445_7374371
2329903,"Tripp Lite, Div of Trippe MFG., Co.",Tripp Lite,AG-0317,INTERNET900U,",INTERNET900TAA,",Ac-output UPS,Static,AG-0317,480,900,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),"Commercial,Consumer",120-120,60-60,120-120,60-60,Yes,1,85,130,320,12,6,6,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,120,60,120,60,0.024,,98.7,,99.5,,99.7,,99.8,,99.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99.5,N/A,Battery,Other,Integral,No,2,8,3,N/A,http://www.tripplite.com/en/support/recycling-program.cfm,"USB Port,Ethernet",None,,Yes,http://www.tripplite.com/en/support/recycling-program.cfm,https://www.tripplite.com/internet-office-120v-900va-480w-standby-ups-ultra-compact-desktop-usb~INTERNET900U,N/A,11/23/2018,11/14/2018,"United States, Canada",ES_1097458_INTERNET900U_11152018194040_2707105
2330332,"Tripp Lite, Div of Trippe MFG., Co.",Tripp Lite,AG-0314,INTERNET750U,"AG-0390,BC800U,",Ac-output UPS,Static,AG-0314,450,750,,,,Passive Standby,Alternating Current (ac) - Offline (VFD),"Commercial,Consumer",120-120,50-60,120-120,50-60,No,,85,130,320,12,6,6,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,0.234,,98.6,,99.4,,99.7,,99.7,,99.4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99.4,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,2,9,3,N/A,http://www.tripplite.com/en/support/recycling-program.cfm,USB Port,None,,Yes,http://www.tripplite.com/en/support/recycling-program.cfm,https://www.tripplite.com/internet-office-120v-750va-450w-standby-ups-ultra-compact-desktop-usb~INTERNET750U,N/A,12/28/2018,01/03/2019,"United States, Canada",ES_1097458_INTERNET750U_11282018160442_2182782
2333445,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1350VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada,BN1350M2-CA,"Back UPS PRO BN 1350VA 10 Outlets 2 USB Charging Ports AVR LCD interface  Canada Factory Serviced,BN1350M2-CAW,; Std Exch Back UPS PRO BN 1350VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada,BN1350M2-CAQ,",Ac-output UPS,Static,BN1375M2,810,1350,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.172,,98.3,,98.9,,99,,98.9,,98.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,3,http://www.apc.com/shop/us/en/products/P-APCRBC162,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1350M2-CA,http://www.apc.com/us/en/who-we-are/sustainability/,04/04/2018,02/12/2019,Canada,ES_22220_BN1350M2-CA_02132019051638_4998928
2333446,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1375VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1375M2,"Back UPS PRO BN 1375VA 10 Outlets 2 USB Charging Ports AVR LCD interface Factory Serviced,BN1375M2W,; Std Exch Back UPS PRO BN 1375VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1375M2Q,",Ac-output UPS,Static,BN1375M2,810,1375,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.172,,98.3,,98.9,,99,,98.9,,98.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,98.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,3,http://www.apc.com/shop/us/en/products/P-APCRBC162,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1375M2,http://www.apc.com/us/en/who-we-are/sustainability/,04/05/2018,02/12/2019,United States,ES_22220_BN1375M2_02132019034317_9397442
2333482,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1500VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1500M2,"Back UPS PRO BN 1500VA 10 Outlets 2 USB Charging Ports AVR LCD interface Factory Serviced,BN1500M2W,; Std Exch Back UPS PRO BN 1500VA 10 Outlets 2 USB Charging Ports AVR LCD interface,BN1500M2Q,",Ac-output UPS,Static,BN1500M2,900,1500,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.064,,98.5,,99,,99.1,,99.1,,99,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,11,3,http://www.apc.com/shop/us/en/products/P-APCRBC161,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1500M2,http://www.apc.com/us/en/who-we-are/sustainability/,12/03/2017,02/12/2019,United States,ES_22220_BN1500M2_02132019053115_5875932
2333483,Schneider Electric,APC by Schneider Electric,Back UPS PRO BN 1500VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada,BN1500M2-CA,"Back UPS PRO BN 1500VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada Factory Serviced,BN1500M2-CAW,; Std Exch Back UPS PRO BN 1500VA 10 Outlets 2 USB Charging Ports AVR LCD interface Canada,BN1500M2-CAQ,",Ac-output UPS,Static,BN1500M2,900,1500,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage and Frequency Dependent,No,Single-normal-mode,Voltage and Frequency Dependent,120,60,120,60,3.064,,98.5,,99,,99.1,,99.1,,99,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,11,3,http://www.apc.com/shop/us/en/products/P-APCRBC161,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BN1500M2-CA,http://www.apc.com/us/en/who-we-are/sustainability/,04/04/2018,02/12/2019,Canada,ES_22220_BN1500M2-CA_02132019054126_6486005
2333484,Schneider Electric,APC by Schneider Electric,Back UPS PRO BR 1000VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface,BR1000MS,"Back UPS PRO BR 1000VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface Factory Serviced,BR1000MSW,; Std Exch Back UPS PRO BR 1000VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface,BR1000MSQ,",Ac-output UPS,Static,BR1000MS,600,1000,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,2.968,,97.9,,98.8,,99,,99.1,,99,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,12,3,http://www.apc.com/shop/us/en/products/P-APCRBC160,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BR1000MS,http://www.apc.com/us/en/who-we-are/sustainability/,12/03/2017,02/12/2019,"United States, Canada",ES_22220_BR1000MS_02132019060630_7990429
2333485,Schneider Electric,APC by Schneider Electric,Back UPS PRO BR 1350VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface,BR1350MS,"Back UPS PRO BR 1350VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface Factory Serviced,BR1350MSW,; Std Exch Back UPS PRO BR 1350VA SineWave 10 Outlets 2 USB Charging Ports AVR LCD interface,BR1350MSQ,",Ac-output UPS,Static,BR1350MS,810,1350,,,,Line Interactive,ac Line Interactive (VI),Consumer,120-120,60-60,120-120,60-60,No,,260,100,368,10,6,4,Voltage Independent,No,Single-normal-mode,Voltage Independent,120,60,120,60,3.036,,98.3,,99,,99.1,,99.1,,99.1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,99.1,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,11,3,http://www.apc.com/shop/us/en/products/P-APCRBC161,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,USB Port,Other,USB Power Summary,Yes,http://www.apc.com/us/en/who-we-are/sustainability/recycling-options.jsp,http://www.apc.com/shop/us/en/products/P-BR1350MS,http://www.apc.com/us/en/who-we-are/sustainability/,12/03/2017,02/12/2019,"United States, Canada",ES_22220_BR1350MS_02132019061706_8626810
